Zip,NAICSIndustry,PctLoanMin
95338.0,Recyclable Material Merchant Wholesalers ,2.925557970025876
95338.0,UNKNOWN,2.8557842579777444
95340.0,New Car Dealers ,10.941135996259638
95340.0,Offices of Physicians (except Mental Health Specialists) ,8.371848338145039
95340.0,Full-Service Restaurants ,6.826728240828552
95340.0,Offices of Dentists ,4.696764092481256
95340.0,Other Individual and Family Services ,4.632804871644893
95340.0,Limited-Service Restaurants ,2.7370646153152807
95340.0,Religious Organizations ,2.209849887429633
95340.0,"Offices of Physicians, Mental Health Specialists ",2.1822846606814097
95340.0,Supermarkets and Other Grocery (except Convenience) Stores ,2.001266783604469
95340.0,UNKNOWN,1.8434576303605363
95341.0,Limited-Service Restaurants ,22.371410858772588
95341.0,Dairy Cattle and Milk Production,12.1875655261481
95341.0,"Offices of Physicians, Mental Health Specialists ",8.929473129957186
95341.0,Other Animal Food Manufacturing ,4.747354389541738
95341.0,"All Other Professional, Scientific, and Technical Services",3.864229496988973
95341.0,All Other Specialty Trade Contractors,3.1253155954850147
95341.0,Hotels (except Casino Hotels) and Motels ,1.9201399678482884
95341.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",1.8925909805845729
95341.0,Exterminating and Pest Control Services,1.7846578939629385
95341.0,Postharvest Crop Activities (except Cotton Ginning) ,1.7363360501201752
95344.0,"Plumbing, Heating, and Air-Conditioning Contractors ",48.746663802702685
95344.0,Farm Labor Contractors and Crew Leaders ,17.061332330945934
95344.0,Investigation Services ,7.311999570405401
95344.0,New Car Dealers ,7.311999570405401
95344.0,New Housing For-Sale Builders ,6.4768717261375
95344.0,All Other Specialty Trade Contractors,4.0393922960109565
95344.0,Dental Laboratories ,3.1933437366513355
95344.0,Tree Nut Farming ,2.968522173326719
95344.0,Fruit and Tree Nut Combination Farming ,2.1529451535101662
95344.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,0.37132966138363976
95346.0,Exterminating and Pest Control Services,36.829689298043725
95346.0,All Other General Merchandise Stores ,29.964039125431533
95346.0,Convenience Stores ,16.682249712313002
95346.0,Limited-Service Restaurants ,11.219792865362487
95346.0,General Automotive Repair ,5.3042289988492515
95347.0,Offices of Optometrists,100.0
95348.0,Other Concrete Product Manufacturing ,12.726182868307829
95348.0,Offices of Dentists ,8.948439219000521
95348.0,All Other Miscellaneous Crop Farming ,6.226611838859552
95348.0,Meat Processed from Carcasses ,6.2088390371158075
95348.0,Offices of Physicians (except Mental Health Specialists) ,5.948518993889771
95348.0,Full-Service Restaurants ,5.9215732533525935
95348.0,Dairy Cattle and Milk Production,4.483191568174064
95348.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.0448767521919637
95348.0,"All Other Professional, Scientific, and Technical Services",2.5283199708210398
95348.0,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",2.3783268373623963
95361.0,Dairy Cattle and Milk Production,5.378194298826996
95361.0,Full-Service Restaurants ,4.497055143165388
95361.0,Tree Nut Farming ,4.010100086956367
95361.0,UNKNOWN,3.2709763615853418
95361.0,Veterinary Services ,2.8761535344286204
95361.0,"Plumbing, Heating, and Air-Conditioning Contractors ",2.714901271175602
95361.0,Insurance Agencies and Brokerages ,2.1659058107239515
95361.0,Other Building Finishing Contractors,2.1137883480571285
95361.0,Offices of Physicians (except Mental Health Specialists) ,2.06111810494481
95361.0,Beef Cattle Ranching and Farming ,2.0060212842303593
95364.0,Sporting Goods Stores ,25.05761446766851
95364.0,Residential Property Managers ,22.869455706335483
95364.0,Hotels (except Casino Hotels) and Motels ,21.65472855230612
95364.0,Nature Parks and Other Similar Institutions,13.405308151427596
95364.0,Tour Operators,9.473943741633926
95364.0,Snack and Nonalcoholic Beverage Bars ,7.5389493806283605
95365.0,"General Freight Trucking, Local ",53.844553684185676
95365.0,Water Supply and Irrigation Systems ,14.01560305451627
95365.0,Pharmacies and Drug Stores ,11.848643289624324
95365.0,"Scenic and Sightseeing Transportation, Land",9.788054575282967
95365.0,Supermarkets and Other Grocery (except Convenience) Stores ,8.474571270079197
95365.0,Beef Cattle Ranching and Farming ,2.028574126311565
95366.0,Tree Nut Farming ,5.305946156740912
95366.0,Full-Service Restaurants ,5.09411515904056
95366.0,Dairy Cattle and Milk Production,4.698858258474743
95366.0,Religious Organizations ,3.659670448394062
95366.0,Convenience Stores ,3.3698274446390295
95366.0,UNKNOWN,2.972006254467543
95366.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,2.686500949024419
95366.0,Office Administrative Services,2.584253275063583
95366.0,"General Freight Trucking, Local ",2.367999984486858
95366.0,Fruit and Tree Nut Combination Farming ,2.2987420312655824
95369.0,Fluid Milk Manufacturing ,35.416379035259105
95369.0,Finfish Farming and Fish Hatcheries ,22.713757997516595
95369.0,Beef Cattle Ranching and Farming ,19.57236345843336
95369.0,"Plumbing, Heating, and Air-Conditioning Contractors ",16.474692903495352
95369.0,Convenience Stores ,5.822806605295567
95369.0,"Specialized Freight (except Used Goods) Trucking, Local ",0.0
95370.0,Offices of Dentists ,8.583212816612063
95370.0,Full-Service Restaurants ,7.903371217095616
95370.0,Offices of Certified Public Accountants ,4.2112421658861425
95370.0,Offices of Physicians (except Mental Health Specialists) ,4.07614609822858
95370.0,"Plumbing, Heating, and Air-Conditioning Contractors ",3.9410592188585842
95370.0,UNKNOWN,2.3513921686937382
95370.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,2.267625456096376
95370.0,Insurance Agencies and Brokerages ,2.1817656380798294
95370.0,General Automotive Repair ,2.1384996134051653
95370.0,Offices of Real Estate Agents and Brokers,2.067624811429906
95372.0,Offices of Dentists ,27.46636179156152
95372.0,Electrical Contractors and Other Wiring Installation Contractors,23.117120770411674
95372.0,Janitorial Services ,21.672939665057665
95372.0,Other Building Finishing Contractors,6.035027696040429
95372.0,Masonry Contractors ,5.558802331544862
95372.0,Other Management Consulting Services ,5.324523306077453
95372.0,New Housing For-Sale Builders ,3.833656780375767
95372.0,UNKNOWN,2.4763718953769507
95372.0,Residential Remodelers ,2.3853864411226997
95372.0,All Other Support Services,2.1298093224309813
95373.0,Other Waste Collection ,100.0
95374.0,Dairy Cattle and Milk Production,43.82537953824456
95374.0,Site Preparation Contractors,10.165749151329377
95374.0,All Other Support Activities for Transportation ,8.1325993210635
95374.0,All Other Miscellaneous Crop Farming ,6.309541639925098
95374.0,Support Activities for Animal Production,5.872888828044998
95374.0,"Soil Preparation, Planting, and Cultivating ",4.034785838162629
95374.0,"Plumbing, Heating, and Air-Conditioning Contractors ",3.9361780713947336
95374.0,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,3.912504074771118
95374.0,Administrative Management and General Management Consulting Services ,2.7934800951243037
95374.0,Electrical Contractors and Other Wiring Installation Contractors,2.664781710868473
95379.0,All Other Miscellaneous Schools and Instruction ,15.388551194255214
95379.0,Fruit and Tree Nut Combination Farming ,14.108728492036358
95379.0,Direct Life Insurance Carriers ,12.329847449974734
95379.0,Other Social Advocacy Organizations ,11.407565949784255
95379.0,"Gift, Novelty, and Souvenir Stores ",6.848837784307361
95379.0,Religious Organizations ,6.647345878269723
95379.0,Machine Shops,6.54298313505408
95379.0,Office Administrative Services,6.42949979047253
95379.0,Commercial and Institutional Building Construction ,2.8839970525990433
95379.0,All Other Specialty Trade Contractors,2.6035647692220003
95383.0,Full-Service Restaurants ,15.207352621403091
95383.0,Veterinary Services ,10.027158731994929
95383.0,Offices of Real Estate Agents and Brokers,9.150674279068692
95383.0,Automobile Driving Schools ,6.221735720666488
95383.0,Nonresidential Property Managers ,6.082277122967281
95383.0,Roofing Contractors ,5.458905746994013
95383.0,"All Other Professional, Scientific, and Technical Services",5.165067337216001
95383.0,Engineering Services,5.0626722146844605
95383.0,Residential Remodelers ,4.515515390140919
95383.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.9029242493272234
95388.0,Dairy Cattle and Milk Production,20.168863275658886
95388.0,All Other Miscellaneous Crop Farming ,11.59618356696531
95388.0,Other Grantmaking and Giving Services ,8.415105417167611
95388.0,"Soil Preparation, Planting, and Cultivating ",8.415105417167611
95388.0,Tree Nut Farming ,7.258952881745036
95388.0,Beef Cattle Ranching and Farming ,3.60647375021469
95388.0,Farm Labor Contractors and Crew Leaders ,3.60647375021469
95388.0,Fluid Milk Manufacturing ,3.60647375021469
95388.0,Furniture Stores ,3.60647375021469
95388.0,Grape Vineyards ,3.60647375021469
95389.0,Hotels (except Casino Hotels) and Motels ,100.0
95389.0,Other Activities Related to Real Estate ,0.0
95391.0,Offices of Dentists ,11.706917811456337
95391.0,Commercial and Institutional Building Construction ,8.195995915756907
95391.0,UNKNOWN,6.993584321830835
95391.0,"General Freight Trucking, Local ",5.591683941709252
95391.0,Child Day Care Services ,5.066576859225828
95391.0,Couriers and Express Delivery Services,4.948424016961911
95391.0,Other Management Consulting Services ,4.469609982697996
95391.0,Other Electric Power Generation ,4.318508329089367
95391.0,Professional Organizations ,4.303801870436619
95391.0,Other Activities Related to Real Estate ,4.2400738829413775
95401.0,Full-Service Restaurants ,6.060150869512376
95401.0,Offices of Lawyers,3.6870022275207317
95401.0,Offices of Dentists ,3.3066971861468275
95401.0,UNKNOWN,3.269210336662148
95401.0,Commercial and Institutional Building Construction ,2.628967618731994
95401.0,Religious Organizations ,2.3637337044066893
95401.0,Limited-Service Restaurants ,1.9324286726617492
95401.0,General Automotive Repair ,1.9212491435205936
95401.0,Wineries ,1.8411368012273517
95401.0,"Plumbing, Heating, and Air-Conditioning Contractors ",1.7702106360643233
95402.0,Asphalt Paving Mixture and Block Manufacturing ,20.661808823054262
95402.0,General Warehousing and Storage ,17.55945641485252
95402.0,New Single-Family Housing Construction (except For-Sale Builders) ,16.605138131436618
95402.0,Residential Remodelers ,12.971094108188884
95402.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,7.634546267327182
95402.0,All Other Specialty Trade Contractors,7.061682634910952
95402.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,4.171734210360924
95402.0,Furniture Stores ,3.885438725336155
95402.0,Commercial Printing (except Screen and Books) ,3.5323273273539386
95402.0,Surveying and Mapping (except Geophysical) Services,2.7266236669025647
95403.0,Offices of Lawyers,4.5104132830787576
95403.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.5635570116651616
95403.0,UNKNOWN,3.388458480085545
95403.0,Offices of Dentists ,2.923207044635314
95403.0,"Plumbing, Heating, and Air-Conditioning Contractors ",2.838058740461612
95403.0,Full-Service Restaurants ,2.121443511063019
95403.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,2.04924056011198
95403.0,Offices of Real Estate Agents and Brokers,1.9086104671516435
95403.0,Other Accounting Services ,1.7850272885465406
95403.0,Wineries ,1.5269944842351852
95404.0,Offices of Lawyers,6.020790513707656
95404.0,Offices of Dentists ,4.5269388156951935
95404.0,UNKNOWN,3.7104466642552967
95404.0,Full-Service Restaurants ,3.0414642061408945
95404.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.8579240577648872
95404.0,General Automotive Repair ,2.610163177981043
95404.0,Engineering Services,2.3003040296123007
95404.0,Religious Organizations ,2.0157228443482684
95404.0,Offices of Certified Public Accountants ,1.8839092582859345
95404.0,Commercial and Institutional Building Construction ,1.7907806295759363
95405.0,Offices of Dentists ,21.50842009119636
95405.0,Offices of Physicians (except Mental Health Specialists) ,6.76092406277081
95405.0,Full-Service Restaurants ,4.639892948958231
95405.0,Religious Organizations ,3.877320936893062
95405.0,UNKNOWN,2.8910668379962434
95405.0,New Single-Family Housing Construction (except For-Sale Builders) ,1.9383664770651292
95405.0,General Medical and Surgical Hospitals ,1.6974465308505915
95405.0,Offices of Lawyers,1.5480409637558723
95405.0,"Plumbing, Heating, and Air-Conditioning Contractors ",1.4316527340497849
95405.0,Offices of Real Estate Agents and Brokers,1.4115174044623968
95406.0,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",68.0232017698786
95406.0,Landscaping Services,31.976798230121396
95406.0,All Other Support Services,0.0
95406.0,Electrical Contractors and Other Wiring Installation Contractors,0.0
95406.0,"General Freight Trucking, Local ",0.0
95406.0,Lessors of Nonresidential Buildings (except Miniwarehouses) ,0.0
95406.0,New Single-Family Housing Construction (except For-Sale Builders) ,0.0
95406.0,Religious Organizations ,0.0
95406.0,Veterinary Services ,0.0
95407.0,Full-Service Restaurants ,4.666964962284325
95407.0,All Other Specialty Trade Contractors,3.3754943071618384
95407.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.9213411699797214
95407.0,UNKNOWN,2.870505241344867
95407.0,"Plumbing, Heating, and Air-Conditioning Contractors ",2.5083425993880177
95407.0,Painting and Wall Covering Contractors,2.2737356711563863
95407.0,Commercial and Institutional Building Construction ,2.0475554049899123
95407.0,General Automotive Repair ,2.046929381712982
95407.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,1.9966131542154668
95407.0,Electrical Contractors and Other Wiring Installation Contractors,1.961850195806536
95409.0,Offices of Dentists ,10.856177136378207
95409.0,Commercial and Institutional Building Construction ,6.333257043770957
95409.0,UNKNOWN,4.861542607096248
95409.0,Full-Service Restaurants ,4.624433913212681
95409.0,New Single-Family Housing Construction (except For-Sale Builders) ,4.126821284637302
95409.0,Limited-Service Restaurants ,3.4650130749518975
95409.0,Insurance Agencies and Brokerages ,2.626475260670576
95409.0,Religious Organizations ,2.46911656920896
95409.0,All Other Support Services,2.457992370254902
95409.0,Offices of Real Estate Agents and Brokers,2.3312624331352905
95410.0,Full-Service Restaurants ,29.39916380805475
95410.0,New Single-Family Housing Construction (except For-Sale Builders) ,23.559194319403876
95410.0,Custom Architectural Woodwork and Millwork Manufacturing ,20.222638372645658
95410.0,Appliance Repair and Maintenance ,14.565043357787125
95410.0,UNKNOWN,12.25396014210858
95410.0,Bed-and-Breakfast Inns ,0.0
95410.0,Site Preparation Contractors,0.0
95412.0,Commercial and Institutional Building Construction ,30.194368761558167
95412.0,Religious Organizations ,29.636770712422837
95412.0,Facilities Support Services,27.217778382161608
95412.0,"General Freight Trucking, Local ",12.951082143857384
95415.0,Full-Service Restaurants ,23.072552809106003
95415.0,Logging ,22.874112282167694
95415.0,Wineries ,16.27017992919133
95415.0,Hotels (except Casino Hotels) and Motels ,14.363927191666205
95415.0,Other Grocery and Related Products Merchant Wholesalers ,8.031031292051594
95415.0,Supermarkets and Other Grocery (except Convenience) Stores ,4.8910129682769545
95415.0,Other Motion Picture and Video Industries ,2.5535870562962137
95415.0,"Gift, Novelty, and Souvenir Stores ",1.877141845083347
95415.0,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",1.5161923146758771
95415.0,General Line Grocery Merchant Wholesalers ,1.4363927191666206
95416.0,Electrical Contractors and Other Wiring Installation Contractors,100.0
95418.0,Elementary and Secondary Schools ,41.544506100853894
95418.0,Executive Search Services ,29.467241662688128
95418.0,Grape Vineyards ,19.04843897972121
95418.0,Fitness and Recreational Sports Centers ,9.939813256736768
95419.0,Insurance Agencies and Brokerages ,51.85871590891492
95419.0,Religious Organizations ,37.38649210929797
95419.0,Television Broadcasting,10.754791981787115
95419.0,Motor Vehicle Towing,0.0
95420.0,UNKNOWN,67.99758194364813
95420.0,Religious Organizations ,25.989184365313527
95420.0,Other Vegetable (except Potato) and Melon Farming ,4.802565042680992
95420.0,Electronic Shopping and Mail-Order Houses ,1.210668648357354
95421.0,Fine Arts Schools ,15.931943038496089
95421.0,Grape Vineyards ,15.562224331498944
95421.0,"Specialized Freight (except Used Goods) Trucking, Local ",15.338729482568162
95421.0,Engineering Services,13.110347932993882
95421.0,Other Millwork (including Flooring) ,9.195357361860673
95421.0,Executive Offices ,4.925204800139622
95421.0,"General Freight Trucking, Long-Distance, Truckload ",4.560411297942613
95421.0,Wineries ,3.2024776100463415
95421.0,Commercial and Institutional Building Construction ,2.81837621054283
95421.0,Environmental Consulting Services,2.5829962951843357
95422.0,Offices of All Other Miscellaneous Health Practitioners ,8.607617520260204
95422.0,Motor Vehicle Towing,8.586183570777242
95422.0,Marinas,6.708115977899514
95422.0,"Data Processing, Hosting, and Related Services",5.384048394630893
95422.0,UNKNOWN,4.957594948665151
95422.0,Hotels (except Casino Hotels) and Motels ,4.814374666274813
95422.0,Other Management Consulting Services ,4.2651890313319765
95422.0,Floor Covering Stores ,4.130347266375809
95422.0,All Other Personal Services ,4.0910729659031375
95422.0,"General Freight Trucking, Local ",4.031310572017226
95423.0,UNKNOWN,16.91815860016924
95423.0,Sheep Farming,16.1928198065077
95423.0,Full-Service Restaurants ,13.469753035608587
95423.0,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,12.736580454710465
95423.0,Custom Computer Programming Services ,7.014494302098219
95423.0,Security Systems Services (except Locksmiths) ,6.814080179181127
95423.0,Wood Window and Door Manufacturing ,6.373169108763527
95423.0,Hotels (except Casino Hotels) and Motels ,6.298037862364367
95423.0,Administrative Management and General Management Consulting Services ,4.393077574342657
95423.0,Telephone Apparatus Manufacturing,3.9008604884582794
95425.0,UNKNOWN,8.748891753845319
95425.0,Full-Service Restaurants ,7.6549369437045405
95425.0,Grape Vineyards ,5.5869163155942045
95425.0,Landscaping Services,5.242703802482323
95425.0,General Automotive Repair ,4.273010133598011
95425.0,"Nursery, Garden Center, and Farm Supply Stores ",3.637858895931768
95425.0,Residential Remodelers ,3.519391558918378
95425.0,Other Accounting Services ,3.4402170272615864
95425.0,Fabricated Structural Metal Manufacturing ,2.9841802053800537
95425.0,Motor Vehicle Towing,2.685067258128608
95426.0,All Other Business Support Services ,39.235788412451186
95426.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,19.463899880097397
95426.0,New Single-Family Housing Construction (except For-Sale Builders) ,15.35847667502004
95426.0,Water Supply and Irrigation Systems ,14.222358960446556
95426.0,Wholesale Trade Agents and Brokers ,4.698465184422131
95426.0,Religious Organizations ,3.604122526404703
95426.0,Insurance Agencies and Brokerages ,3.4168883611579783
95426.0,Other Construction Material Merchant Wholesalers ,0.0
95427.0,UNKNOWN,75.36546232469694
95427.0,Engineering Services,18.588067506536728
95427.0,Gasoline Stations with Convenience Stores ,6.0464701687663425
95428.0,American Indian and Alaska Native Tribal Governments ,52.957435999001135
95428.0,Commercial and Institutional Building Construction ,32.291119511586054
95428.0,General Automotive Repair ,10.763706503862018
95428.0,"General Freight Trucking, Local ",3.9877379855508
95428.0,"Highway, Street, and Bridge Construction ",0.0
95428.0,Logging ,0.0
95429.0,Offices of Real Estate Agents and Brokers,100.0
95430.0,Recreational and Vacation Camps (except Campgrounds) ,27.405050021874896
95430.0,Full-Service Restaurants ,23.28455970506703
95430.0,Supermarkets and Other Grocery (except Convenience) Stores ,14.998106090220311
95430.0,Landscape Architectural Services,14.617696680217085
95430.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,10.769916607339054
95430.0,Sporting Goods Stores ,5.224606211960255
95430.0,Drinking Places (Alcoholic Beverages) ,3.700064683321372
95430.0,Bottled Water Manufacturing ,0.0
95432.0,Bed-and-Breakfast Inns ,57.45447529983533
95432.0,All Other Automotive Repair and Maintenance ,14.435883919669466
95432.0,Wineries ,11.483445050203086
95432.0,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",10.494083753546168
95432.0,Land Subdivision ,5.811001655898771
95432.0,Offices of All Other Miscellaneous Health Practitioners ,0.3211103208471865
95433.0,Landscaping Services,84.67183166649028
95433.0,Diet and Weight Reducing Centers ,15.328168333509721
95435.0,Educational Support Services,49.59590608338875
95435.0,Apple Orchards ,43.584281103584054
95435.0,Civic and Social Organizations ,6.819812813027191
95435.0,Fruit and Tree Nut Combination Farming ,0.0
95436.0,Wineries ,15.688117356452524
95436.0,UNKNOWN,8.309518805841234
95436.0,Water Supply and Irrigation Systems ,7.440592134625951
95436.0,Research and Development in the Social Sciences and Humanities ,6.629514875461124
95436.0,Full-Service Restaurants ,5.0675933616993785
95436.0,All Other Specialty Food Stores ,5.061539793401097
95436.0,RV (Recreational Vehicle) Parks and Campgrounds ,4.173782993529981
95436.0,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,4.060935400097556
95436.0,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing ",3.888509596401488
95436.0,Landscaping Services,3.5589936953650008
95437.0,Hotels (except Casino Hotels) and Motels ,8.369890218398501
95437.0,Full-Service Restaurants ,6.6614553584277925
95437.0,Limited-Service Restaurants ,5.81807360922219
95437.0,"Plumbing, Heating, and Air-Conditioning Contractors ",5.535193631774223
95437.0,UNKNOWN,4.465336886985128
95437.0,Bed-and-Breakfast Inns ,2.643593718893519
95437.0,Support Activities for Forestry,2.3868303641313324
95437.0,All Other Specialty Trade Contractors,2.2085535182846256
95437.0,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",1.9626485570492789
95437.0,Logging ,1.9350167390699045
95439.0,Drywall and Insulation Contractors ,25.20431015849407
95439.0,New Single-Family Housing Construction (except For-Sale Builders) ,22.68541123488463
95439.0,Passenger Car Rental ,11.090258600630474
95439.0,Landscape Architectural Services,9.029246335100432
95439.0,Offices of Mental Health Practitioners (except Physicians) ,8.901976477335177
95439.0,Farm Supplies Merchant Wholesalers ,6.093548681665096
95439.0,Grape Vineyards ,4.15928222871369
95439.0,Industrial Supplies Merchant Wholesalers,4.082007326360632
95439.0,Wineries ,3.3253365662800958
95439.0,"Soil Preparation, Planting, and Cultivating ",1.5187961167381163
95441.0,Wineries ,28.466675787186407
95441.0,Farm Management Services ,18.801302686414186
95441.0,Welding and Soldering Equipment Manufacturing ,8.784226182515791
95441.0,Farm Labor Contractors and Crew Leaders ,8.241284943133522
95441.0,Wireless Telecommunications Carriers (except Satellite),5.745377321099242
95441.0,Landscaping Services,4.789790420396397
95441.0,Tobacco Stores ,4.61005472046271
95441.0,Office Furniture (except Wood) Manufacturing ,4.078435407466238
95441.0,Other Miscellaneous Durable Goods Merchant Wholesalers ,2.967330176889901
95441.0,Religious Organizations ,2.564671939950862
95442.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,8.638005471058367
95442.0,Other Activities Related to Real Estate ,8.163736275427869
95442.0,Hotels (except Casino Hotels) and Motels ,6.996291051749588
95442.0,Wineries ,6.847009206026201
95442.0,Full-Service Restaurants ,6.651503460576996
95442.0,Other Scientific and Technical Consulting Services,5.634452530054411
95442.0,Janitorial Services ,5.0716136656394255
95442.0,Nature Parks and Other Similar Institutions,4.961361194647265
95442.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",4.5868886769223876
95442.0,UNKNOWN,4.299846368694296
95444.0,Other Scientific and Technical Consulting Services,20.570907041867088
95444.0,Glass and Glazing Contractors ,20.545611123557887
95444.0,"Plumbing, Heating, and Air-Conditioning Contractors ",13.041377252514984
95444.0,Civic and Social Organizations ,11.649436063448125
95444.0,Educational Support Services,5.858002134762486
95444.0,Mortgage and Nonmortgage Loan Brokers ,5.5473496188277895
95444.0,"Nursery, Garden Center, and Farm Supply Stores ",5.181357621817288
95444.0,All Other Miscellaneous Schools and Instruction ,4.7207509021456415
95444.0,Offices of Physicians (except Mental Health Specialists) ,3.062137479534936
95444.0,Administrative Management and General Management Consulting Services ,3.055214386102944
95445.0,New Single-Family Housing Construction (except For-Sale Builders) ,7.777746590222405
95445.0,Hotels (except Casino Hotels) and Motels ,6.2684513022886525
95445.0,"Plumbing, Heating, and Air-Conditioning Contractors ",5.852722304556448
95445.0,Offices of Real Estate Agents and Brokers,5.5241541100978635
95445.0,UNKNOWN,5.463890209170958
95445.0,Snack and Nonalcoholic Beverage Bars ,5.332679154112434
95445.0,Full-Service Restaurants ,5.059280052611696
95445.0,General Automotive Repair ,4.855627401334164
95445.0,Electrical Contractors and Other Wiring Installation Contractors,4.569745518379209
95445.0,Administration of Air and Water Resource and Solid Waste Management Programs ,4.391928733024788
95446.0,Hotels (except Casino Hotels) and Motels ,7.167998293047242
95446.0,Lessors of Residential Buildings and Dwellings ,7.017161881696548
95446.0,Full-Service Restaurants ,6.4256633373460845
95446.0,Offices of Real Estate Agents and Brokers,6.1977620263318
95446.0,Limited-Service Restaurants ,5.829540690573527
95446.0,Other Grantmaking and Giving Services ,4.9895870055000096
95446.0,Hardware Stores ,4.773924098539854
95446.0,Bed-and-Breakfast Inns ,4.377287816835517
95446.0,"Plumbing, Heating, and Air-Conditioning Contractors ",4.327909736345863
95446.0,Breweries,3.7945969061528673
95448.0,Wineries ,16.037453292970213
95448.0,Grape Vineyards ,5.43555339123686
95448.0,UNKNOWN,4.510324192313443
95448.0,Full-Service Restaurants ,3.358362463065941
95448.0,Offices of Dentists ,3.2177285224930334
95448.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,2.1648629803003665
95448.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.1354884338664224
95448.0,Offices of Physicians (except Mental Health Specialists) ,2.0181161822709206
95448.0,Offices of Real Estate Agents and Brokers,1.8508719190270624
95448.0,Hotels (except Casino Hotels) and Motels ,1.8328111875787665
95449.0,Grape Vineyards ,22.43607401755973
95449.0,Wineries ,21.463284715501803
95449.0,Sheet Metal Work Manufacturing ,12.37584136539524
95449.0,New Single-Family Housing Construction (except For-Sale Builders) ,9.243301166626043
95449.0,Apprenticeship Training ,7.1751323613613
95449.0,Gasoline Stations with Convenience Stores ,6.4787238696582525
95449.0,Hotels (except Casino Hotels) and Motels ,4.594199993173408
95449.0,Landscape Architectural Services,4.326232235838549
95449.0,Offices of Real Estate Agents and Brokers,4.059899014519007
95449.0,Limited-Service Restaurants ,2.396518245989017
95450.0,Full-Service Restaurants ,26.78689340216887
95450.0,Other Social Advocacy Organizations ,18.734240971477888
95450.0,Hotels (except Casino Hotels) and Motels ,15.20237587029763
95450.0,Bed-and-Breakfast Inns ,12.406674303685115
95450.0,UNKNOWN,8.765167825016048
95450.0,Gasoline Stations with Convenience Stores ,7.232645489808267
95450.0,Advertising Agencies,6.879458979690241
95450.0,Offices of Lawyers,3.9925431578559434
95451.0,New Single-Family Housing Construction (except For-Sale Builders) ,10.496420218334169
95451.0,Commercial and Institutional Building Construction ,6.702549663041045
95451.0,"General Freight Trucking, Local ",6.6508337707019445
95451.0,"Plumbing, Heating, and Air-Conditioning Contractors ",4.583747908478441
95451.0,Wineries ,4.382422649511699
95451.0,Offices of Dentists ,4.306482335368171
95451.0,All Other Miscellaneous Fabricated Metal Product Manufacturing ,4.303705006332293
95451.0,Electrical Contractors and Other Wiring Installation Contractors,3.681902437480982
95451.0,UNKNOWN,3.4236310940547297
95451.0,Limited-Service Restaurants ,3.1984595422783353
95452.0,Wineries ,39.72144705972142
95452.0,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",9.178614616828897
95452.0,"Beer, Wine, and Liquor Stores ",4.5035568935630605
95452.0,Electrical Contractors and Other Wiring Installation Contractors,4.403684443431553
95452.0,Convenience Stores ,4.149487808389392
95452.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,3.860318107919973
95452.0,Offices of Real Estate Agents and Brokers,3.7090644696144266
95452.0,Child and Youth Services ,3.205126502447317
95452.0,General Automotive Repair ,3.086151675440036
95452.0,Offices of Dentists ,3.0369016307719057
95453.0,Full-Service Restaurants ,6.571203503632632
95453.0,Offices of Dentists ,5.6392844876711115
95453.0,Other Support Activities for Air Transportation,3.422585626074932
95453.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.9531908778652025
95453.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",2.948397690109824
95453.0,Tire Dealers ,2.827466957690432
95453.0,Offices of Physicians (except Mental Health Specialists) ,2.569089914827755
95453.0,Commercial and Institutional Building Construction ,2.4876390477526416
95453.0,Offices of Optometrists,2.460649069938289
95453.0,Gasoline Stations with Convenience Stores ,2.271075484707735
