Zip,NAICSIndustry,LoanMin,LoanMax,RecipientCount
94566.0,"Photography Studios, Portrait ",11012.57,11012.57,2
94566.0,"Plumbing, Heating, and Air-Conditioning Contractors ",1366400.0,3466400.0,1
94566.0,Polish and Other Sanitation Good Manufacturing ,150000.0,350000.0,0
94566.0,Portfolio Management ,150000.0,350000.0,0
94566.0,Poured Concrete Foundation and Structure Contractors ,360540.0,760540.0,1
94566.0,"Power, Distribution, and Specialty Transformer Manufacturing ",96064.0,96064.0,1
94566.0,Precision Turned Product Manufacturing ,350000.0,1000000.0,0
94566.0,Private Mail Centers ,16000.0,16000.0,1
94566.0,"Process, Physical Distribution, and Logistics Consulting Services ",181970.0,381970.0,1
94566.0,Professional Organizations ,140211.0,140211.0,3
94566.0,Professional and Management Development Training ,33219.0,33219.0,1
94566.0,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",350000.0,1000000.0,0
94566.0,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",8195.0,8195.0,1
94566.0,Public Finance Activities ,20835.0,20835.0,1
94566.0,Public Relations Agencies,4190.0,4190.0,1
94566.0,Racetracks ,62690.42,62690.42,1
94566.0,Radio Stations ,85043.0,85043.0,1
94566.0,Ready-Mix Concrete Manufacturing,150000.0,350000.0,0
94566.0,Recreational Vehicle Dealers ,8500.0,8500.0,1
94566.0,Religious Organizations ,462355.89999999997,462355.89999999997,7
94566.0,Research and Development in Biotechnology (except Nanobiotechnology),173007.0,173007.0,2
94566.0,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",2346670.0,5546670.0,3
94566.0,Residential Mental Health and Substance Abuse Facilities ,6405.0,6405.0,1
94566.0,Residential Property Managers ,2896600.0,6746600.0,7
94566.0,Residential Remodelers ,1110862.1,2360862.1,7
94566.0,Retail Bakeries ,31479.0,31479.0,1
94566.0,Roofing Contractors ,267200.0,467200.0,2
94566.0,"Scenic and Sightseeing Transportation, Water",57500.0,57500.0,1
94566.0,Service Establishment Equipment and Supplies Merchant Wholesalers ,79390.0,79390.0,1
94566.0,Services for the Elderly and Persons with Disabilities ,64400.0,64400.0,2
94566.0,Sign Manufacturing,87600.0,87600.0,1
94566.0,Snack and Nonalcoholic Beverage Bars ,1338273.0,2538273.0,5
94566.0,Software Publishers,2239450.0,5439450.0,5
94566.0,"Soil Preparation, Planting, and Cultivating ",23800.0,23800.0,1
94566.0,Sports Teams and Clubs ,40000.0,40000.0,1
94566.0,Sports and Recreation Instruction ,221577.0,221577.0,5
94566.0,Supermarkets and Other Grocery (except Convenience) Stores ,230834.0,230834.0,2
94566.0,Support Activities for Animal Production,22375.0,22375.0,1
94566.0,Support Activities for Forestry,13300.0,13300.0,1
94566.0,Surgical Appliance and Supplies Manufacturing ,150000.0,350000.0,0
94566.0,Surgical and Medical Instrument Manufacturing ,650000.0,1700000.0,0
94566.0,Tax Preparation Services ,395672.0,595672.0,7
94566.0,Taxi Service ,30762.0,30762.0,3
94566.0,Teleproduction and Other Postproduction Services ,4800.0,4800.0,1
94566.0,Temporary Help Services,5058300.0,10058300.0,1
94566.0,Testing Laboratories,590975.0,1440975.0,1
94566.0,Third Party Administration of Insurance and Pension Funds ,387083.32,1037083.32,1
94566.0,Tire Dealers ,150000.0,350000.0,0
94566.0,Title Abstract and Settlement Offices ,10090.0,10090.0,1
94566.0,Tobacco Manufacturing ,21035.0,21035.0,1
94566.0,Tobacco Stores ,109589.0,109589.0,1
94566.0,Translation and Interpretation Services,3900.0,3900.0,1
94566.0,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,350000.0,1000000.0,0
94566.0,Travel Trailer and Camper Manufacturing ,6200.0,6200.0,1
94566.0,UNKNOWN,3185947.69,3985947.69,67
94566.0,Upholstered Household Furniture Manufacturing ,1352.0,1352.0,1
94566.0,Used Merchandise Stores ,1845.0,1845.0,1
94566.0,Veterinary Services ,40898.0,40898.0,1
94566.0,Wineries ,19800.0,19800.0,1
94566.0,Women's Clothing Stores ,44577.0,44577.0,2
94568.0,Administration of Education Programs ,20700.0,20700.0,1
94568.0,Administrative Management and General Management Consulting Services ,146074.5,146074.5,8
94568.0,Advertising Agencies,35969.0,35969.0,2
94568.0,All Other Amusement and Recreation Industries ,37047.0,37047.0,2
94568.0,All Other Animal Production ,150000.0,350000.0,0
94568.0,All Other Automotive Repair and Maintenance ,21714.0,21714.0,2
94568.0,All Other Business Support Services ,388709.0,388709.0,10
94568.0,All Other General Merchandise Stores ,2446.0,2446.0,1
94568.0,All Other Home Furnishings Stores ,170000.0,370000.0,1
94568.0,All Other Information Services,20833.0,20833.0,1
94568.0,All Other Legal Services ,145774.79,145774.79,2
94568.0,All Other Miscellaneous Ambulatory Health Care Services ,105866.0,105866.0,2
94568.0,All Other Miscellaneous Crop Farming ,19000.0,19000.0,1
94568.0,All Other Miscellaneous Fabricated Metal Product Manufacturing ,23700.0,23700.0,1
94568.0,All Other Miscellaneous Food Manufacturing ,37965.0,37965.0,1
94568.0,All Other Miscellaneous Schools and Instruction ,227535.36,227535.36,9
94568.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,438889.0,638889.0,9
94568.0,All Other Miscellaneous Wood Product Manufacturing ,11665.0,11665.0,1
94568.0,All Other Personal Services ,751882.9,1151882.9,17
94568.0,"All Other Professional, Scientific, and Technical Services",800397.0,1450397.0,16
94568.0,All Other Publishers ,62565.0,62565.0,1
94568.0,All Other Specialty Food Stores ,113996.0,113996.0,4
94568.0,All Other Specialty Trade Contractors,211667.0,211667.0,4
94568.0,All Other Support Activities for Transportation ,32919.0,32919.0,3
94568.0,All Other Support Services,428193.98,428193.98,10
94568.0,All Other Telecommunications ,85210.5,85210.5,3
94568.0,All Other Transit and Ground Passenger Transportation ,26212.0,26212.0,2
94568.0,Ambulance Services ,8278.0,8278.0,1
94568.0,Amusement Arcades,57200.0,57200.0,1
94568.0,Apiculture,4430.0,4430.0,1
94568.0,Apparel Accessories and Other Apparel Manufacturing ,27600.0,27600.0,1
94568.0,Appliance Repair and Maintenance ,202552.0,202552.0,2
94568.0,Audio and Video Equipment Manufacturing,70344.0,70344.0,1
94568.0,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",150000.0,350000.0,0
94568.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",36003.34,36003.34,3
94568.0,Automotive Parts and Accessories Stores ,30009.0,30009.0,1
94568.0,Baked Goods Stores ,161250.0,361250.0,1
94568.0,Beauty Salons ,542918.24,742918.24,24
94568.0,"Beer, Wine, and Liquor Stores ",32041.0,32041.0,2
94568.0,Blood and Organ Banks ,150000.0,350000.0,0
94568.0,Book Publishers ,5777.0,5777.0,1
94568.0,Bowling Centers,150000.0,350000.0,0
94568.0,Breweries,150000.0,350000.0,0
94568.0,Business Associations ,39500.0,39500.0,1
94568.0,Car Washes ,157422.0,357422.0,1
94568.0,Caterers,114455.0,114455.0,2
94568.0,Child Day Care Services ,274219.0,274219.0,14
94568.0,Child and Youth Services ,22564.0,22564.0,2
94568.0,Clothing Accessories Stores ,46667.5,46667.5,3
94568.0,Coffee and Tea Manufacturing ,135000.0,135000.0,1
94568.0,Coin-Operated Laundries and Drycleaners ,82205.0,82205.0,4
94568.0,Commercial Printing (except Screen and Books) ,2212482.0,4412482.0,3
94568.0,Commercial Screen Printing ,150000.0,350000.0,0
94568.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,25500.0,25500.0,1
94568.0,Commercial and Institutional Building Construction ,839491.0,1689491.0,5
94568.0,Computer Facilities Management Services ,30826.0,30826.0,1
94568.0,Computer Systems Design Services ,809444.8200000001,1209444.82,8
94568.0,Computer Training ,150000.0,350000.0,0
94568.0,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,96891.0,96891.0,2
94568.0,Computer and Office Machine Repair and Maintenance ,13726.65,13726.65,1
94568.0,Convenience Stores ,65145.0,65145.0,1
94568.0,"Corporate, Subsidiary, and Regional Managing Offices ",46762.5,46762.5,1
94568.0,"Cosmetics, Beauty Supplies, and Perfume Stores ",184412.0,384412.0,1
94568.0,Cosmetology and Barber Schools ,5751.0,5751.0,1
94568.0,Couriers and Express Delivery Services,188830.0,188830.0,2
94568.0,Custom Architectural Woodwork and Millwork Manufacturing ,18750.0,18750.0,1
94568.0,Custom Computer Programming Services ,4751989.0,11101989.0,8
94568.0,Dairy Product (except Dried or Canned) Merchant Wholesalers ,15115.0,15115.0,1
94568.0,"Data Processing, Hosting, and Related Services",176637.0,376637.0,2
94568.0,Direct Health and Medical Insurance Carriers ,18850.0,18850.0,1
94568.0,Direct Life Insurance Carriers ,150000.0,350000.0,0
94568.0,Document Preparation Services,23164.0,23164.0,1
94568.0,Drafting Services,15145.0,15145.0,1
94568.0,Drinking Places (Alcoholic Beverages) ,372862.0,572862.0,5
94568.0,Drycleaning and Laundry Services (except Coin-Operated) ,71209.0,71209.0,2
94568.0,Drywall and Insulation Contractors ,77400.0,77400.0,1
94568.0,Educational Support Services,74428.0,74428.0,3
94568.0,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",109995.0,109995.0,1
94568.0,Electrical Contractors and Other Wiring Installation Contractors,2470000.0,5870000.0,2
94568.0,Electronic Shopping and Mail-Order Houses ,2515.0,2515.0,1
94568.0,Electronics Stores ,77984.0,77984.0,2
94568.0,Elementary and Secondary Schools ,1724967.0,3774967.0,2
94568.0,Emergency and Other Relief Services ,8333.0,8333.0,1
94568.0,Employment Placement Agencies ,70400.0,70400.0,1
94568.0,Engineering Services,28168.0,28168.0,3
94568.0,Environmental Consulting Services,15600.0,15600.0,1
94568.0,Exam Preparation and Tutoring ,61844.89,61844.89,6
94568.0,Exterminating and Pest Control Services,103519.0,103519.0,1
94568.0,Family Clothing Stores ,19184.0,19184.0,2
94568.0,Fine Arts Schools ,17175.0,17175.0,1
94568.0,Finish Carpentry Contractors,11800.0,11800.0,1
94568.0,Fitness and Recreational Sports Centers ,563288.0,763288.0,8
94568.0,Floor Covering Stores ,411345.0,1061345.0,1
94568.0,Flooring Contractors,43303.0,43303.0,1
94568.0,Food Service Contractors,12932.0,12932.0,2
94568.0,Freight Transportation Arrangement ,82380.0,82380.0,2
94568.0,Full-Service Restaurants ,4080294.77,6980294.77,42
94568.0,Furniture Stores ,26753.0,26753.0,1
94568.0,Gasoline Stations with Convenience Stores ,218064.0,218064.0,4
94568.0,General Automotive Repair ,625152.0,825152.0,11
94568.0,"General Freight Trucking, Local ",34225.0,34225.0,2
94568.0,"General Freight Trucking, Long-Distance, Truckload ",64648.0,64648.0,4
94568.0,General Medical and Surgical Hospitals ,215510.0,215510.0,3
94568.0,Glass and Glazing Contractors ,350000.0,1000000.0,0
94568.0,Grantmaking Foundations ,6700.0,6700.0,1
94568.0,"Hobby, Toy, and Game Stores ",13856.0,13856.0,1
94568.0,Home Centers ,24995.0,24995.0,1
94568.0,Home Health Care Services,2437220.0,5387220.0,6
94568.0,Hotels (except Casino Hotels) and Motels ,182900.0,382900.0,2
94568.0,Household Appliance Stores ,17052.0,17052.0,1
94568.0,Human Resources Consulting Services ,101400.0,101400.0,2
94568.0,Human Rights Organizations ,61900.0,61900.0,1
94568.0,"Independent Artists, Writers, and Performers ",35155.79,35155.79,3
94568.0,Industrial Machinery and Equipment Merchant Wholesalers ,29265.0,29265.0,1
94568.0,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,350000.0,1000000.0,0
94568.0,Insurance Agencies and Brokerages ,609492.25,609492.25,19
94568.0,Interior Design Services,34312.0,34312.0,2
94568.0,Investment Advice ,144726.07,144726.07,5
94568.0,Janitorial Services ,1137792.0,2137792.0,1
94568.0,Jewelry Stores ,421124.0,1071124.0,2
94568.0,Land Subdivision ,29792.0,29792.0,1
94568.0,Landscaping Services,174150.0,174150.0,3
94568.0,Language Schools ,1825.0,1825.0,1
94568.0,Lessors of Nonresidential Buildings (except Miniwarehouses) ,86695.0,86695.0,3
94568.0,Lessors of Residential Buildings and Dwellings ,82500.0,82500.0,1
94568.0,Limited-Service Restaurants ,1777188.0,3177188.0,15
94568.0,Limousine Service,38512.0,38512.0,2
94568.0,Local Messengers and Local Delivery,150000.0,350000.0,0
94568.0,Marketing Consulting Services ,87991.0,87991.0,5
94568.0,Marketing Research and Public Opinion Polling,20940.0,20940.0,1
94568.0,Miscellaneous Financial Investment Activities ,136617.0,136617.0,2
94568.0,Miscellaneous Intermediation ,199962.0,199962.0,6
94568.0,Mortgage and Nonmortgage Loan Brokers ,25016.0,25016.0,2
94568.0,Motion Picture and Video Production ,17471.0,17471.0,1
94568.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,350000.0,1000000.0,0
94568.0,Museums ,23295.0,23295.0,1
94568.0,Musical Instrument and Supplies Stores ,57100.0,57100.0,1
94568.0,Nail Salons ,230607.0,230607.0,11
94568.0,New Car Dealers ,7700000.0,19000000.0,0
94568.0,New Multifamily Housing Construction (except For-Sale Builders) ,407407.0,1057407.0,2
94568.0,New Single-Family Housing Construction (except For-Sale Builders) ,373219.0,373219.0,6
94568.0,Nonchocolate Confectionery Manufacturing,5329.0,5329.0,1
94568.0,Nonresidential Property Managers ,51800.0,51800.0,1
94568.0,Nursing Care Facilities (Skilled Nursing Facilities) ,37407.0,37407.0,1
94568.0,Office Administrative Services,34184.0,34184.0,1
94568.0,Offices of All Other Miscellaneous Health Practitioners ,106841.0,106841.0,5
94568.0,Offices of Certified Public Accountants ,373242.0,573242.0,10
94568.0,Offices of Chiropractors ,109227.81999999999,109227.81999999999,7
94568.0,Offices of Dentists ,2108885.5900000003,2908885.5900000003,31
94568.0,Offices of Lawyers,250099.27000000002,250099.27000000002,10
94568.0,Offices of Optometrists,458476.2,458476.2,7
94568.0,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",237471.72,437471.72,3
94568.0,Offices of Physicians (except Mental Health Specialists) ,436651.0,636651.0,11
94568.0,"Offices of Physicians, Mental Health Specialists ",6494.0,6494.0,1
94568.0,Offices of Real Estate Agents and Brokers,559680.0,559680.0,23
94568.0,Optical Instrument and Lens Manufacturing ,60707.0,60707.0,1
94568.0,Other Accounting Services ,260911.47,260911.47,14
94568.0,Other Activities Related to Credit Intermediation ,14290.0,14290.0,1
94568.0,Other Activities Related to Real Estate ,388460.0,1038460.0,4
94568.0,Other Airport Operations ,49995.0,49995.0,1
94568.0,Other Apparel Knitting Mills ,64957.0,64957.0,1
94568.0,Other Automotive Mechanical and Electrical Repair and Maintenance ,110580.0,110580.0,2
94568.0,Other Building Equipment Contractors ,202867.0,402867.0,1
94568.0,Other Building Finishing Contractors,80932.0,80932.0,2
94568.0,Other Building Material Dealers ,285225.0,485225.0,2
94568.0,Other Clothing Stores ,31822.0,31822.0,1
94568.0,Other Computer Related Services,354260.0,554260.0,7
94568.0,Other Direct Selling Establishments ,125000.0,125000.0,1
94568.0,Other Electronic and Precision Equipment Repair and Maintenance ,112343.0,112343.0,2
94568.0,Other Farm Product Raw Material Merchant Wholesalers ,24362.0,24362.0,1
94568.0,"Other Foundation, Structure, and Building Exterior Contractors ",350000.0,1000000.0,0
94568.0,Other Grantmaking and Giving Services ,26250.0,26250.0,1
94568.0,Other Management Consulting Services ,511980.32,711980.3200000001,12
94568.0,Other Miscellaneous Durable Goods Merchant Wholesalers ,33621.0,33621.0,2
94568.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,16334.0,16334.0,1
94568.0,Other Performing Arts Companies ,15117.0,15117.0,1
94568.0,Other Personal Care Services ,102680.0,102680.0,6
94568.0,Other Personal and Household Goods Repair and Maintenance ,50578.34,50578.34,2
94568.0,Other Professional Equipment and Supplies Merchant Wholesalers ,150000.0,350000.0,0
94568.0,Other Scientific and Technical Consulting Services,714516.0,1564516.0,5
94568.0,Other Services Related to Advertising ,56708.0,56708.0,2
94568.0,Other Services to Buildings and Dwellings ,150000.0,350000.0,0
94568.0,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",20800.0,20800.0,1
94568.0,Other Social Advocacy Organizations ,272495.0,472495.0,1
94568.0,Other Sound Recording Industries,6245.0,6245.0,1
94568.0,Other Technical and Trade Schools ,45632.0,45632.0,1
94568.0,Other Waste Collection ,29448.0,29448.0,1
94568.0,Outdoor Advertising,150000.0,350000.0,0
94568.0,Painting and Wall Covering Contractors,106613.0,106613.0,2
94568.0,Periodical Publishers ,11457.5,11457.5,1
94568.0,Pet Care (except Veterinary) Services ,128060.0,128060.0,2
94568.0,Petrochemical Manufacturing,350000.0,1000000.0,0
94568.0,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,44947.0,44947.0,1
94568.0,"Photography Studios, Portrait ",181669.0,181669.0,3
94568.0,"Plumbing, Heating, and Air-Conditioning Contractors ",387653.0,1037653.0,2
94568.0,Poured Concrete Foundation and Structure Contractors ,110232.0,110232.0,1
94568.0,Private Mail Centers ,37887.0,37887.0,2
94568.0,Professional Organizations ,91865.0,91865.0,4
94568.0,Professional and Management Development Training ,64844.0,64844.0,5
94568.0,Public Relations Agencies,38500.0,38500.0,2
94568.0,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,150000.0,350000.0,0
94568.0,Religious Organizations ,1808263.0,3658263.0,5
94568.0,Research and Development in Biotechnology (except Nanobiotechnology),20892.0,20892.0,1
94568.0,Residential Property Managers ,8152.96,8152.96,2
94568.0,Residential Remodelers ,265226.0,465226.0,5
94568.0,Retail Bakeries ,267821.0,267821.0,3
94568.0,Roofing Contractors ,536982.0,1386982.0,1
94568.0,Sales Financing ,32172.0,32172.0,2
94568.0,Security Guards and Patrol Services ,150000.0,350000.0,0
94568.0,Security Systems Services (except Locksmiths) ,168808.0,168808.0,2
94568.0,Semiconductor and Related Device Manufacturing ,212500.0,412500.0,1
94568.0,Service Establishment Equipment and Supplies Merchant Wholesalers ,130069.0,130069.0,2
94568.0,Services for the Elderly and Persons with Disabilities ,509782.0,909782.0,2
94568.0,Sign Manufacturing,111182.0,111182.0,1
94568.0,Site Preparation Contractors,4754.0,4754.0,1
94568.0,Snack and Nonalcoholic Beverage Bars ,210462.0,410462.0,3
94568.0,Software Publishers,201382.0,201382.0,3
94568.0,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing ",61247.0,61247.0,1
94568.0,Sound Recording Studios,150000.0,350000.0,0
94568.0,"Specialized Freight (except Used Goods) Trucking, Local ",14392.0,14392.0,1
94568.0,Sporting Goods Stores ,51770.0,51770.0,2
94568.0,Sporting and Athletic Goods Manufacturing,54593.0,54593.0,1
94568.0,Sports Teams and Clubs ,113705.0,113705.0,1
94568.0,Sports and Recreation Instruction ,1270365.01,2270365.01,7
94568.0,Surgical Appliance and Supplies Manufacturing ,350000.0,1000000.0,0
94568.0,Surgical and Medical Instrument Manufacturing ,150000.0,350000.0,0
94568.0,Surveying and Mapping (except Geophysical) Services,112519.2,112519.2,1
94568.0,Tax Preparation Services ,78539.97,78539.97,4
94568.0,Taxi Service ,3932.0,3932.0,3
94568.0,Temporary Help Services,46218.0,46218.0,3
94568.0,Third Party Administration of Insurance and Pension Funds ,2000000.0,5000000.0,0
94568.0,Tile and Terrazzo Contractors,131490.0,131490.0,2
94568.0,Tire and Tube Merchant Wholesalers ,13406.0,13406.0,1
94568.0,Tobacco Manufacturing ,32982.0,32982.0,1
94568.0,Turbine and Turbine Generator Set Units Manufacturing ,83500.0,83500.0,1
94568.0,UNKNOWN,4362211.0,6662211.0,85
94568.0,Used Car Dealers ,63862.0,63862.0,3
94568.0,Used Household and Office Goods Moving,13243.0,13243.0,1
94568.0,Used Merchandise Stores ,2515.0,2515.0,1
94568.0,Veterinary Services ,452711.0,1102711.0,2
94568.0,Wholesale Trade Agents and Brokers ,170535.0,370535.0,1
94568.0,Window Treatment Stores ,61312.0,61312.0,2
94568.0,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers ",58125.0,58125.0,1
94568.0,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing ",6470.0,6470.0,1
94570.0,Child and Youth Services ,4167.0,4167.0,1
94570.0,"General Freight Trucking, Long-Distance, Less Than Truckload ",30551.0,30551.0,1
94570.0,Open-End Investment Funds ,27331.0,27331.0,1
94570.0,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",52200.0,52200.0,1
94570.0,Sports Teams and Clubs ,100000.0,100000.0,1
94575.0,Used Household and Office Goods Moving,33533.0,33533.0,1
94577.0,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",350000.0,1000000.0,0
94577.0,Administrative Management and General Management Consulting Services ,1595983.0,2995983.0,7
94577.0,Aircraft Manufacturing ,150000.0,350000.0,0
94577.0,All Other Amusement and Recreation Industries ,174513.85,174513.85,5
94577.0,All Other Animal Production ,350000.0,1000000.0,0
94577.0,All Other Automotive Repair and Maintenance ,26329.67,26329.67,1
94577.0,All Other Business Support Services ,286170.0,286170.0,8
94577.0,All Other General Merchandise Stores ,20000.0,20000.0,1
94577.0,All Other Health and Personal Care Stores ,88374.0,88374.0,2
94577.0,All Other Home Furnishings Stores ,104942.0,104942.0,1
94577.0,All Other Information Services,33005.0,33005.0,1
94577.0,All Other Insurance Related Activities ,34857.0,34857.0,1
94577.0,All Other Miscellaneous Ambulatory Health Care Services ,10390.0,10390.0,1
94577.0,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,74200.0,74200.0,1
94577.0,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,211306.0,211306.0,2
94577.0,All Other Miscellaneous Fabricated Metal Product Manufacturing ,2645.0,2645.0,1
94577.0,All Other Miscellaneous Food Manufacturing ,150000.0,350000.0,0
94577.0,All Other Miscellaneous Manufacturing ,468617.27,668617.27,4
94577.0,All Other Miscellaneous Schools and Instruction ,3952.0,3952.0,2
94577.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,2741875.5300000003,5691875.53,19
94577.0,All Other Miscellaneous Textile Product Mills ,74640.0,74640.0,1
94577.0,All Other Miscellaneous Waste Management Services ,217500.0,417500.0,1
94577.0,All Other Miscellaneous Wood Product Manufacturing ,19500.0,19500.0,1
94577.0,All Other Personal Services ,629396.01,1029396.01,8
94577.0,All Other Plastics Product Manufacturing ,2350000.0,6000000.0,0
94577.0,"All Other Professional, Scientific, and Technical Services",2400958.45,4900958.45,12
94577.0,All Other Specialty Food Stores ,66755.0,66755.0,2
94577.0,All Other Specialty Trade Contractors,1149938.55,2399938.55,6
94577.0,All Other Support Activities for Transportation ,277122.0,277122.0,5
94577.0,All Other Support Services,498760.0,898760.0,4
94577.0,All Other Telecommunications ,194588.0,194588.0,3
94577.0,All Other Travel Arrangement and Reservation Services ,34524.0,34524.0,1
94577.0,All Other Traveler Accommodation ,205676.0,205676.0,3
94577.0,Aluminum Foundries (except Die-Casting) ,1000000.0,2000000.0,0
94577.0,Ambulance Services ,2000000.0,5000000.0,0
94577.0,Amusement Arcades,26947.0,26947.0,1
94577.0,Apple Orchards ,57500.0,57500.0,1
94577.0,Appliance Repair and Maintenance ,1157515.0,2357515.0,1
94577.0,Assisted Living Facilities for the Elderly ,500000.0,1350000.0,0
94577.0,Audio and Video Equipment Manufacturing,85707.0,85707.0,1
94577.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",482144.0,882144.0,7
94577.0,Automotive Exhaust System Repair ,18598.0,18598.0,1
94577.0,Automotive Glass Replacement Shops ,79025.0,79025.0,1
94577.0,Automotive Parts and Accessories Stores ,110650.0,110650.0,1
94577.0,Automotive Transmission Repair ,43041.0,43041.0,1
94577.0,Baked Goods Stores ,3009.0,3009.0,1
94577.0,Barber Shops ,37317.0,37317.0,4
94577.0,Beauty Salons ,606111.1,1256111.1,18
94577.0,"Beer, Wine, and Liquor Stores ",155111.0,155111.0,7
94577.0,"Book, Periodical, and Newspaper Merchant Wholesalers ",37181.0,37181.0,1
94577.0,Breakfast Cereal Manufacturing,36005.0,36005.0,1
94577.0,Breweries,2000000.0,4000000.0,0
94577.0,"Brick, Stone, and Related Construction Material Merchant Wholesalers ",26042.0,26042.0,1
94577.0,Bus and Other Motor Vehicle Transit Systems ,47250.0,47250.0,1
94577.0,Cable and Other Subscription Programming,150000.0,350000.0,0
94577.0,Car Washes ,75700.0,75700.0,1
94577.0,Carpet and Upholstery Cleaning Services,326290.0,726290.0,1
94577.0,Caterers,417975.0,817975.0,2
94577.0,Child Day Care Services ,297993.0,497993.0,5
94577.0,Child and Youth Services ,131632.5,131632.5,1
94577.0,Civic and Social Organizations ,720000.0,2020000.0,1
94577.0,Clay Building Material and Refractories Manufacturing ,112082.0,112082.0,1
94577.0,Clothing Accessories Stores ,199304.09,399304.08999999997,3
94577.0,Coffee and Tea Manufacturing ,8443.0,8443.0,1
94577.0,Commercial Photography ,62151.88,62151.88,1
94577.0,Commercial Printing (except Screen and Books) ,556613.0,556613.0,7
94577.0,Commercial Screen Printing ,196527.75,196527.75,3
94577.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,433877.0,1083877.0,2
94577.0,Commercial and Institutional Building Construction ,1574933.0,2974933.0,3
94577.0,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",55000.0,55000.0,1
94577.0,Computer Systems Design Services ,132925.0,132925.0,2
94577.0,Computer and Office Machine Repair and Maintenance ,34425.21,34425.21,1
94577.0,Convention and Trade Show Organizers,145667.0,145667.0,3
94577.0,"Cosmetics, Beauty Supplies, and Perfume Stores ",29552.0,29552.0,2
94577.0,Cosmetology and Barber Schools ,32142.0,32142.0,2
94577.0,Couriers and Express Delivery Services,21770.0,21770.0,1
94577.0,Courts ,13767.0,13767.0,1
94577.0,Custom Computer Programming Services ,333852.0,733852.0,2
94577.0,Dairy Product (except Dried or Canned) Merchant Wholesalers ,34509.0,34509.0,1
94577.0,"Data Processing, Hosting, and Related Services",350000.0,1000000.0,0
94577.0,Dental Laboratories ,28616.0,28616.0,1
94577.0,Direct Mail Advertising,253250.0,453250.0,1
94577.0,Drinking Places (Alcoholic Beverages) ,125885.0,125885.0,2
94577.0,Drycleaning and Laundry Services (except Coin-Operated) ,55379.87,55379.87,3
94577.0,Drywall and Insulation Contractors ,150000.0,350000.0,0
94577.0,Educational Support Services,90912.0,90912.0,2
94577.0,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",1650000.0,3700000.0,0
94577.0,Electrical Contractors and Other Wiring Installation Contractors,1807067.0,3857067.0,3
94577.0,Electromedical and Electrotherapeutic Apparatus Manufacturing ,105000.0,105000.0,1
94577.0,Electronics Stores ,10397.0,10397.0,1
94577.0,Elementary and Secondary Schools ,243214.0,443214.0,2
94577.0,Engineering Services,1122249.0,2122249.0,2
94577.0,Environmental Consulting Services,350000.0,1000000.0,0
94577.0,Exam Preparation and Tutoring ,28482.0,28482.0,1
94577.0,Executive Search Services ,398500.0,598500.0,4
94577.0,Fabricated Structural Metal Manufacturing ,5000000.0,10000000.0,0
94577.0,Family Clothing Stores ,1311.0,1311.0,1
94577.0,Farm Machinery and Equipment Manufacturing ,150000.0,350000.0,0
94577.0,"Fiber, Yarn, and Thread Mills ",350000.0,1000000.0,0
94577.0,Fine Arts Schools ,6940.0,6940.0,1
94577.0,Finish Carpentry Contractors,110512.0,110512.0,2
94577.0,Fitness and Recreational Sports Centers ,183894.0,183894.0,2
94577.0,Floor Covering Stores ,117163.0,117163.0,2
94577.0,Flooring Contractors,369506.0,1019506.0,1
94577.0,Florists ,18066.0,18066.0,2
94577.0,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",350000.0,1000000.0,0
94577.0,Food Service Contractors,357276.0,757276.0,2
94577.0,Framing Contractors ,172919.0,372919.0,1
